FOD1P,total,total_grad,total_no_grad,total_men,total_grad_men,total_no_grad_men,total_women,total_grad_women,total_no_grad_women,overall_median,overall_grad_median,overall_no_grad_median,women_median,women_grad_median,women_no_grad_median,men_median,men_grad_median,men_no_grad_median,Major,Major_Category
3606.0,172672,93057,79615,76048,46060,29988,96624,46997,49627,74000,90000,57551,68000,80000,56716,80000,100000,59150,MICROBIOLOGY,Biology & Life Science
3607.0,16402,11519,4883,7304,5344,1960,9098,6175,2923,100000,100000,93800,100000,108039,37308,99722,92827,126366,PHARMACOLOGY,Biology & Life Science
3608.0,124864,67698,57166,56849,32277,24572,68015,35421,32594,70000,80000,52000,60000,68000,49879,80000,93360,63239,PHYSIOLOGY,Biology & Life Science
3609.0,159796,102477,57319,98646,70192,28454,61150,32285,28865,80000,102793,50000,58000,75000,40000,96254,120000,57201,ZOOLOGY,Biology & Life Science
3611.0,37820,19117,18703,17820,8207,9613,20000,10910,9090,58972,69936,44055,56000,59512,41931,65000,80000,46198,NEUROSCIENCE,Biology & Life Science
3699.0,72773,34154,38619,39423,17936,21487,33350,16218,17132,57000,70000,52000,51581,65000,49918,60000,74000,54725,MISCELLANEOUS BIOLOGY,Biology & Life Science
3700.0,923334,457246,466088,544308,283366,260942,379026,173880,205146,80000,90000,70000,67000,75000,60000,89000,100000,75000,MATHEMATICS,Computers & Mathematics
3701.0,41606,19813,21793,27597,12389,15208,14009,7424,6585,100000,114908,90000,98515,112327,68000,100000,116081,90000,APPLIED MATHEMATICS,Computers & Mathematics
3702.0,51081,23620,27461,29391,14048,15343,21690,9572,12118,75000,85000,66000,61064,75000,44886,84610,89130,75042,STATISTICS AND DECISION SCIENCE,Computers & Mathematics
3801.0,10446,6515,3931,9862,6288,3574,584,227,357,80000,81931,65181,52772,54091,20000,80000,83193,66060,MILITARY TECHNOLOGIES,Industrial Arts & Consumer Services
4000.0,81409,21829,59580,22259,5779,16480,59150,16050,43100,47000,52000,45000,46000,50000,43000,54876,68198,50000,MULTI/INTERDISCIPLINARY STUDIES,Interdisciplinary
4001.0,110469,44623,65846,40951,16003,24948,69518,28620,40898,53000,70000,40948,47991,63000,36236,64000,82956,50000,INTERCULTURAL AND INTERNATIONAL STUDIES,Humanities & Liberal Arts
4002.0,123357,48575,74782,14388,4567,9821,108969,44008,64961,54000,63000,48000,54000,65000,48000,50000,60000,46000,NUTRITION SCIENCES,Health
4005.0,16389,6452,9937,10655,4180,6475,5734,2272,3462,112518,115000,100000,93440,130478,50625,114000,115000,114000,MATHEMATICS AND COMPUTER SCIENCE,Computers & Mathematics
4006.0,16736,8577,8159,8869,4511,4358,7867,4066,3801,73372,84554,62011,80000,84751,71777,70761,83600,61807,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,Biology & Life Science
4007.0,105055,40313,64742,29230,13178,16052,75825,27135,48690,50000,60000,43000,45000,55000,40000,71038,79642,60000,INTERDISCIPLINARY SOCIAL SCIENCES,Social Science
4101.0,601185,166080,435105,316412,78635,237777,284773,87445,197328,48019,60000,43000,45000,60000,40000,50000,60000,47000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,Industrial Arts & Consumer Services
4801.0,488098,259728,228370,329210,183641,145569,158888,76087,82801,57000,68000,46892,53000,68000,40000,60000,67044,50000,PHILOSOPHY AND RELIGIOUS STUDIES,Humanities & Liberal Arts
4901.0,449998,195773,254225,327306,155356,171950,122692,40417,82275,43453,50000,40000,38000,45959,36000,45000,50000,41000,THEOLOGY AND RELIGIOUS VOCATIONS,Humanities & Liberal Arts
5000.0,17874,6790,11084,13134,4693,8441,4740,2097,2643,74010,100000,58870,53000,75808,47790,84284,101902,64244,PHYSICAL SCIENCES,Physical Sciences
5001.0,13078,7893,5185,8589,4988,3601,4489,2905,1584,80000,94299,44915,65000,87711,34022,83224,97486,49183,ASTRONOMY AND ASTROPHYSICS,Physical Sciences
5002.0,26791,11537,15254,20628,8862,11766,6163,2675,3488,76235,94483,64242,67686,85322,56491,83000,99522,68723,ATMOSPHERIC SCIENCES AND METEOROLOGY,Physical Sciences
5003.0,820136,507176,312960,521077,342920,178157,299059,164256,134803,83000,100000,60000,65365,80000,50000,95080,110000,65000,CHEMISTRY,Physical Sciences
5004.0,223716,99161,124555,162538,71773,90765,61178,27388,33790,70000,85000,60000,55000,70000,50000,75000,92000,63000,GEOLOGY AND EARTH SCIENCE,Physical Sciences
5005.0,17888,9197,8691,12199,6311,5888,5689,2886,2803,85000,100000,74564,60000,60000,58050,95988,127145,80000,GEOSCIENCES,Physical Sciences
5006.0,22876,10348,12528,14317,6225,8092,8559,4123,4436,70000,80000,48000,46197,61396,39700,81895,85944,77467,OCEANOGRAPHY,Physical Sciences
5007.0,373747,251409,122338,312657,210156,102501,61090,41253,19837,90000,100000,79669,71843,75000,64661,95000,100000,80000,PHYSICS,Physical Sciences
5008.0,29016,18664,10352,21810,14401,7409,7206,4263,2943,96163,110000,64000,76885,85394,49513,100000,112239,68683,MATERIALS SCIENCE,Engineering
5098.0,664428,235435,428993,349200,136919,212281,315228,98516,216712,63000,80000,55000,53000,70000,49000,74000,100000,65000,MULTI-DISCIPLINARY OR GENERAL SCIENCE,Physical Sciences
5102.0,13871,2579,11292,4911,1376,3535,8960,1203,7757,60000,90147,58374,60000,82127,55000,64663,89029,60000,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES",Physical Sciences
5200.0,2955325,1335525,1619800,919146,430375,488771,2036179,905150,1131029,53000,65000,45000,50000,60000,40000,65000,80000,53705,PSYCHOLOGY,Psychology & Social Work
5201.0,38022,25451,12571,8806,5964,2842,29216,19487,9729,55000,60000,40000,53446,56000,40000,76368,85000,43042,EDUCATIONAL PSYCHOLOGY,Psychology & Social Work
5202.0,31095,22641,8454,9653,7322,2331,21442,15319,6123,51904,60000,30458,51070,60000,30305,52000,55759,35291,CLINICAL PSYCHOLOGY,Psychology & Social Work
5203.0,81916,61188,20728,20636,14619,6017,61280,46569,14711,47000,50000,33000,43000,48000,31741,60000,60000,46600,COUNSELING PSYCHOLOGY,Psychology & Social Work
5205.0,30842,15313,15529,12130,6097,6033,18712,9216,9496,72296,80000,70000,65000,60000,70000,90692,126017,68838,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY,Psychology & Social Work
5206.0,18521,8957,9564,5472,2695,2777,13049,6262,6787,59273,67000,50000,56928,65766,45000,63023,84562,52000,SOCIAL PSYCHOLOGY,Psychology & Social Work
5299.0,68639,31690,36949,18668,9779,8889,49971,21911,28060,55976,75000,40000,47000,70000,37710,75000,100000,62126,MISCELLANEOUS PSYCHOLOGY,Psychology & Social Work
5301.0,1140634,235736,904898,677765,129735,548030,462869,106001,356868,53000,64000,50000,45000,54000,42132,60000,79000,56000,CRIMINAL JUSTICE AND FIRE PROTECTION,Law & Public Policy
5401.0,104640,51583,53057,53498,26478,27020,51142,25105,26037,71570,76000,65000,60000,69142,53000,80000,80000,75022,PUBLIC ADMINISTRATION,Law & Public Policy
5402.0,36223,18149,18074,16688,7702,8986,19535,10447,9088,65297,80000,48000,50930,72108,44853,80000,100594,50000,PUBLIC POLICY,Law & Public Policy
5403.0,132217,39431,92786,24151,7064,17087,108066,32367,75699,42558,50000,40000,42000,50000,38622,47000,53621,45000,HUMAN SERVICES AND COMMUNITY ORGANIZATION,Psychology & Social Work
5404.0,648242,303328,344914,95188,47820,47368,553054,255508,297546,46000,52000,40000,45000,50000,40000,52000,65000,42000,SOCIAL WORK,Psychology & Social Work
5500.0,206171,82543,123628,89691,37719,51972,116480,44824,71656,55000,67991,49000,50000,61552,42402,61718,72000,56802,GENERAL SOCIAL SCIENCES,Social Science
5501.0,1343694,541233,802461,921416,372889,548527,422278,168344,253934,80000,100000,69000,70000,88000,60000,85000,110000,73000,ECONOMICS,Social Science
5502.0,280829,121565,159264,96697,39503,57194,184132,82062,102070,50000,65000,43000,49000,60000,40000,61715,80000,48000,ANTHROPOLOGY AND ARCHEOLOGY,Humanities & Liberal Arts
5503.0,115578,27159,88419,63220,14608,48612,52358,12551,39807,50000,67000,49061,42000,55000,40000,60000,79385,59000,CRIMINOLOGY,Social Science
5504.0,185785,57423,128362,126400,36946,89454,59385,20477,38908,60000,74000,55000,52000,63368,50000,64000,81390,60000,GEOGRAPHY,Social Science
5505.0,183785,88945,94840,77685,41458,36227,106100,47487,58613,70000,90000,57000,62920,89207,50000,80000,90000,65206,INTERNATIONAL RELATIONS,Social Science
5506.0,1557422,765426,791996,958449,477287,481162,598973,288139,310834,70000,89000,56000,60000,75000,50000,79000,98000,62000,POLITICAL SCIENCE AND GOVERNMENT,Social Science
5507.0,1084283,377242,707041,360190,129329,230861,724093,247913,476180,53000,65000,48000,50000,60000,45000,60000,79000,50000,SOCIOLOGY,Social Science
5599.0,33625,15102,18523,14854,6861,7993,18771,8241,10530,75070,82124,58828,64392,80000,55000,80000,85000,76224,MISCELLANEOUS SOCIAL SCIENCES,Social Science
5601.0,124347,13911,110436,113017,10764,102253,11330,3147,8183,70000,80000,70000,59955,69072,54605,70000,85000,70000,CONSTRUCTION SERVICES,Industrial Arts & Consumer Services
5701.0,22845,3042,19803,20310,2899,17411,2535,143,2392,50384,48776,52802,36089,28727,37464,53367,49096,55000,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",Industrial Arts & Consumer Services
5901.0,167755,36754,131001,149641,32193,117448,18114,4561,13553,80000,95000,75000,64705,80376,60000,80000,100000,78000,TRANSPORTATION SCIENCES AND TECHNOLOGIES,Industrial Arts & Consumer Services
6000.0,809960,189436,620524,298231,69999,228232,511729,119437,392292,48593,57000,45000,45000,56608,41000,50000,60000,50000,FINE ARTS,Arts
6001.0,261732,76733,184999,103704,28739,74965,158028,47994,110034,45000,55000,40000,44848,52545,40000,45000,62959,43608,DRAMA AND THEATER ARTS,Arts
6002.0,539804,233924,305880,259482,109903,149579,280322,124021,156301,50000,60000,42000,48994,56000,40000,50000,60000,44000,MUSIC,Arts
6003.0,74070,17871,56199,16783,3370,13413,57287,14501,42786,45000,60000,40000,43000,56000,36930,53945,62773,47409,VISUAL AND PERFORMING ARTS,Arts
6004.0,621131,62905,558226,216043,22330,193713,405088,40575,364513,47000,57000,45000,43965,55000,42000,50000,65658,50000,COMMERCIAL ART AND GRAPHIC DESIGN,Arts
6005.0,183060,22784,160276,112539,11123,101416,70521,11661,58860,45000,64000,42331,40000,58937,38000,49602,64073,47892,FILM VIDEO AND PHOTOGRAPHIC ARTS,Arts
6006.0,164258,65248,99010,29100,12178,16922,135158,53070,82088,55000,65000,45310,54000,60000,47118,59690,76004,44000,ART HISTORY AND CRITICISM,Humanities & Liberal Arts
6007.0,111837,29709,82128,34312,9628,24684,77525,20081,57444,41979,57000,38000,40000,57000,36000,45000,60000,42582,STUDIO ARTS,Arts
6099.0,13169,828,12341,6768,499,6269,6401,329,6072,40000,35811,40000,45000,40862,45000,37979,22538,38071,MISCELLANEOUS FINE ARTS,Arts
6100.0,203001,71310,131691,58193,24622,33571,144808,46688,98120,55000,72000,46869,52000,69417,45000,62401,75000,50000,GENERAL MEDICAL AND HEALTH SERVICES,Health
6102.0,283622,196586,87036,19185,12410,6775,264437,184176,80261,60000,65000,38242,59000,65000,36139,69958,70000,68713,COMMUNICATION DISORDERS SCIENCES AND SERVICES,Health
6103.0,196920,53797,143123,44241,14616,29625,152679,39181,113498,55761,75000,50000,52000,70000,46584,68000,85000,60000,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,Health
6104.0,92235,22178,70057,12525,5134,7391,79710,17044,62666,59000,88000,50000,55000,70269,48218,97965,123258,70000,MEDICAL ASSISTING SERVICES,Health
6105.0,225509,49471,176038,58960,16803,42157,166549,32668,133881,65000,84145,60000,62000,74000,60000,70000,96113,65000,MEDICAL TECHNOLOGIES TECHNICIANS,Health
6106.0,152202,119335,32867,93163,80448,12715,59039,38887,20152,103000,120000,45000,74252,102163,40000,131313,150000,81375,HEALTH AND MEDICAL PREPARATORY PROGRAMS,Health
6107.0,2654273,675112,1979161,227529,63243,164286,2426744,611869,1814875,69000,87000,63000,68000,86000,62000,75944,100000,70000,NURSING,Health
6108.0,354973,174995,179978,186352,90856,95496,168621,84139,84482,110000,110000,110000,100000,103000,100000,116000,115000,119000,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,Health
6109.0,457903,182774,275129,114336,50343,63993,343567,132431,211136,65000,70000,60000,63000,68000,59000,70000,75000,68000,TREATMENT THERAPY PROFESSIONS,Health
6110.0,112114,41996,70118,28783,9220,19563,83331,32776,50555,50000,61742,45000,45000,60000,40000,60000,77124,60000,COMMUNITY AND PUBLIC HEALTH,Health
6199.0,146421,63471,82950,24896,13648,11248,121525,49823,71702,50000,60000,45000,50000,60000,45000,55000,63592,49187,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,Health
6200.0,3131857,717834,2414023,1888951,440527,1448424,1242906,277307,965599,65000,80000,60000,55000,70000,51000,72000,89000,67000,GENERAL BUSINESS,Business
6201.0,2501041,657424,1843617,1285761,381983,903778,1215280,275441,939839,70000,85000,63000,60000,74000,58000,78000,95000,70000,ACCOUNTING,Business
6202.0,15168,3076,12092,8743,1953,6790,6425,1123,5302,89717,111953,85000,84921,66600,85000,92693,142583,89404,ACTUARIAL SCIENCE,Business
6203.0,4147285,923031,3224254,2328441,530052,1798389,1818844,392979,1425865,62000,78000,60000,54000,65000,51000,70000,90000,67000,BUSINESS MANAGEMENT AND ADMINISTRATION,Business
6204.0,90099,20454,69645,60930,12691,48239,29169,7763,21406,69000,90000,65000,62000,80000,54000,71000,97600,69000,OPERATIONS LOGISTICS AND E-COMMERCE,Business
6205.0,115368,30235,85133,78642,20388,58254,36726,9847,26879,75000,89271,70000,60000,74650,53000,82671,100000,80000,BUSINESS ECONOMICS,Business
6206.0,1395110,234736,1160374,648214,109503,538711,746896,125233,621663,60000,75000,58000,52000,65000,50000,70000,85000,66000,MARKETING AND MARKETING RESEARCH,Business
6207.0,1235685,354785,880900,821905,238912,582993,413780,115873,297907,75000,96000,70000,63000,80000,58000,80000,100000,75000,FINANCE,Business
6209.0,278986,78963,200023,101279,32632,68647,177707,46331,131376,60000,75000,55000,55000,69638,50000,70000,80922,60000,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,Business
6210.0,149014,38948,110066,64163,15544,48619,84851,23404,61447,62000,86000,55000,54772,78000,50000,70000,90707,65000,INTERNATIONAL BUSINESS,Business
6211.0,243859,27948,215911,109230,13669,95561,134629,14279,120350,47000,65000,45000,40878,64382,40000,55000,65000,52000,HOSPITALITY MANAGEMENT,Business
6212.0,225716,51661,174055,143020,31218,111802,82696,20443,62253,80000,85000,77000,72000,80000,70000,81682,85383,80000,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,Business
6299.0,140447,29186,111261,71809,16006,55803,68638,13180,55458,57000,72000,54000,48000,50000,45000,62000,95000,60000,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,Business
6402.0,1453291,681634,771657,897668,421452,476216,555623,260182,295441,60000,75000,50000,53000,63000,45000,65000,82000,55000,HISTORY,Humanities & Liberal Arts
6403.0,30678,16263,14415,18745,9756,8989,11933,6507,5426,78258,90000,66988,68000,79393,61267,85084,92094,70354,UNITED STATES HISTORY,Humanities & Liberal Arts
